Gene ID,Gene Name,accessory axillary lymph node,adrenal gland,aorta,bone (os femoris),cecum,cerebellum,cerebral cortex,colon,corpora quadrigemina,corpus striatum,diencephalon,epididymis,eyeball,hippocampus,intestinal mucosa,intestine,lung,medulla oblongata,olfactory brain,ovary,pancreas,pituitary gland,prostate,skin,spinal cord,spleen,stomach,submandibular gland,testis,thymus,tongue,urinary bladder,uterus,vagina,vesicular gland
ENSMUSG00000073433,Arhgdig,,0.6,,,,,3,0.8,2,2,2,,,4,1,,,3,1,0.6,11,,,,3,,5,,,,,,,,
ENSMUSG00000073435,Nme3,10,21,13,25,22,23,18,15,24,21,25,36,18,25,11,12,17,22,21,15,20,41,32,14,16,29,18,17,7,11,9,23,18,10,28
ENSMUSG00000073436,Eme2,7,15,14,11,13,13,15,12,17,11,13,28,13,20,13,15,9,20,13,11,23,19,19,13,18,8,8,9,9,8,10,13,10,11,29
ENSMUSG00000073468,Sft2d1,14,9,8,16,19,13,11,23,10,16,14,13,20,11,34,18,12,16,12,10,13,7,25,9,16,12,18,17,10,12,8,14,11,13,21
ENSMUSG00000073481,Mar-02,,0.9,,,,,,,0.6,,,2,,,1,,,,,,,,1,,0.6,,,,,,,0.8,2,1,2
ENSMUSG00000073490,AI607873,53,4,20,3,,,,1,,,,0.5,3,,0.7,0.5,5,,,3,4,,3,11,,3,1,4,,2,5,5,3,2,0.5
ENSMUSG00000073491,Pydc4,14,,,,,,,,,,,,,,,,2,,,,,1,,0.5,,,,,,,,,0.9,,
ENSMUSG00000073514,Dok6,0.8,,2,,,5,33,0.8,26,20,27,,2,43,,,,19,38,3,,1,,0.8,24,,1,0.6,,,,0.6,0.9,0.6,0.5
ENSMUSG00000073530,Pappa2,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,
ENSMUSG00000073542,Cep76,0.6,0.6,0.9,3,,11,0.9,1,0.7,0.5,0.7,,0.5,1,0.8,1,1,0.7,1,1,,,2,0.8,0.6,7,2,0.6,3,2,0.7,0.7,1,1,0.8
ENSMUSG00000073555,Gm4951,4,1,2,0.9,,,,,,,,0.5,,,,,0.6,,,,,,,0.7,,0.7,2,,,0.6,0.5,,1,,
ENSMUSG00000073557,Ppp1r12b,9,5,5,6,,3,4,3,4,2,4,6,9,3,1,3,4,5,4,5,7,3,4,14,3,3,3,7,2,6,33,6,5,5,7
ENSMUSG00000073563,Csnk1g3,18,11,12,11,21,23,23,19,15,16,20,25,12,21,24,16,11,15,30,18,9,15,8,13,9,11,10,7,8,11,13,12,20,15,12
ENSMUSG00000073572,Gm10542,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,39
ENSMUSG00000073573,Spink11,,,,,,,,,,,,4808,,,,,,,,,,,7,,,,,,,,,,,,665
ENSMUSG00000073574,Grxcr2,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,
ENSMUSG00000073591,Pcdhb22,0.5,6,2,,2,3,2,,2,2,2,3,9,3,,,0.7,2,2,2,1,3,,1,2,,1,1,,,,1,0.9,1,2
ENSMUSG00000073598,1700066B19Rik,,,,,3,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000073599,Ecscr,41,11,24,3,13,2,5,5,4,4,3,4,3,3,,7,83,5,3,17,9,3,7,7,4,6,14,5,0.8,4,13,25,20,11,7
ENSMUSG00000073600,Prob1,,7,0.7,3,,1,0.5,,2,2,1,6,18,1,,,9,2,2,4,1,,1,10,2,0.6,0.5,2,0.8,0.6,16,0.7,3,5,0.8
ENSMUSG00000073609,D2hgdh,9,6,12,5,6,4,3,9,4,4,4,5,8,4,7,7,5,4,4,10,7,9,4,4,3,4,6,4,0.6,4,5,5,4,4,2
ENSMUSG00000073633,Fbxo36,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,1,,43,,,,,,
ENSMUSG00000073639,Rab18,,,,,,0.7,,,,1,,,0.5,,,,,,,,,,,0.6,0.6,0.8,,,,,,,,,0.5
ENSMUSG00000073640,Rpl27-ps3,0.8,,,3,4,,,0.5,,1,0.6,2,0.8,,0.7,2,,0.5,1,0.6,1,,0.9,0.5,0.7,0.9,1,,2,,,1,,0.9,0.5
ENSMUSG00000073643,Wdfy1,,,,,,,,,,0.5,,,,,,0.8,,0.6,0.6,,1,,,,,0.5,,0.6,99,,,,,,0.5
ENSMUSG00000073650,Catip,,,,,,0.9,1,,1,1,3,,,2,,,8,1,0.6,2,,3,,,1,,,,36,,,,,0.6,
ENSMUSG00000073658,Crygb,,,,,,,,,,,,,634,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000073664,Nbeal1,13,20,27,4,13,13,9,15,12,12,10,18,19,9,19,12,34,10,9,11,14,14,15,13,11,6,9,17,5,8,14,26,12,11,17
ENSMUSG00000073676,Hspe1,90,181,147,66,70,45,60,58,70,66,80,90,69,74,16,96,46,78,52,90,86,86,143,77,62,124,95,55,32,83,68,63,88,82,56
ENSMUSG00000073680,Tmem88b,,,,,,16,11,,36,35,44,,0.6,19,,,,64,7,,,,,,72,,,1,,,0.6,,,,
ENSMUSG00000073684,Faap20,5,6,2,2,3,7,2,4,6,3,5,5,4,3,3,2,5,5,4,5,5,5,4,5,6,3,6,2,2,5,5,4,6,6,4
ENSMUSG00000073702,Rpl31,0.5,,0.6,3,,,0.9,2,0.6,3,1,2,0.6,1,,2,0.7,2,1,0.7,,1,,1,0.9,4,1,1,2,2,2,0.8,2,3,0.5
ENSMUSG00000073705,Apitd1,2,1,,9,2,0.6,2,2,3,0.9,2,,1,2,0.7,1,2,3,2,3,,2,1,4,3,8,3,2,27,10,2,2,2,4,1
ENSMUSG00000073722,4931408C20Rik,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,19,,,,,,
ENSMUSG00000073725,Lmbrd1,2,2,1,,,3,3,0.8,3,4,2,1,2,3,0.7,0.8,1,3,2,1,,2,0.7,0.5,4,,1,1,5,0.6,0.9,1,0.5,1,1
ENSMUSG00000073730,4933415F23Rik,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,937,,,,,,0.5
ENSMUSG00000073733,Rsg1,3,1,0.6,3,,8,5,0.8,6,7,4,,1,5,2,0.5,4,6,8,2,,5,3,2,6,2,3,1,3,2,2,2,3,2,1
ENSMUSG00000073735,Defb18,,,,,,,,,,,,761,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000073755,5730409E04Rik,,,,,,0.6,1,,0.7,,0.6,,3,0.6,,,,2,,,,0.9,0.7,,1,,,,,,,,,,2
ENSMUSG00000073758,Sh3d21,0.5,,1,,2,,,0.5,,0.5,,,,,1,,3,,,,,,,5,,,2,,148,,0.9,0.8,,,
ENSMUSG00000073761,4933427I04Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,
ENSMUSG00000073764,Gm12888,,,,,17,,,,,,,,16,,,,,,,,,,,,,,102,32,,,,,,,
ENSMUSG00000073771,Btbd19,,2,0.9,,2,0.6,3,0.5,1,3,1,2,0.5,3,,0.8,2,0.7,2,1,0.7,1,,2,0.6,1,2,,,,0.7,2,2,3,1
ENSMUSG00000073775,Kti12,20,24,14,27,21,14,19,22,12,18,16,21,24,16,8,31,25,13,15,23,32,26,24,21,12,38,33,18,42,29,28,19,30,32,23
ENSMUSG00000073786,Gm7579,,,,,4,,,,,,,,,,1,,,,,,,,,82,,,,,,,,,,,
ENSMUSG00000073791,Efcab7,6,4,3,2,2,3,3,1,3,3,2,4,2,2,0.7,0.8,4,2,3,5,1,9,1,4,1,2,,3,56,4,2,2,5,2,5
ENSMUSG00000073792,Alg6,20,11,11,12,15,20,18,21,13,9,12,20,12,18,28,18,12,12,14,16,12,20,9,8,13,8,10,19,2,10,10,9,12,10,18
ENSMUSG00000073795,6430531B16Rik,,,,,,,,,0.9,0.9,,0.8,,0.6,,,2,,,0.6,,0.7,,,,,,,65,,,,,,
ENSMUSG00000073802,Cdkn2b,3,3,2,0.9,34,,0.5,61,,,0.5,2,2,,73,40,15,,1,7,0.7,4,1,10,0.9,0.5,31,0.6,8,1,5,12,3,27,2
ENSMUSG00000073838,Tufm,15,36,38,25,46,19,18,36,18,14,18,15,16,17,17,49,14,22,16,22,19,12,18,15,16,23,28,19,29,28,33,20,22,25,16
ENSMUSG00000073842,Mup7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
ENSMUSG00000073856,Iqck,0.8,20,2,,6,4,3,2,4,3,5,4,3,5,,0.8,9,4,4,9,,7,2,1,3,,1,2,77,0.6,2,2,3,2,2
ENSMUSG00000073888,Ccl27a,,1,0.6,0.9,,4,8,,6,4,7,0.5,1,5,,,,3,4,,,4,0.7,,4,,,0.6,69,,0.7,0.8,,,0.5
ENSMUSG00000073889,Il11ra1,0.8,7,4,4,,4,2,2,1,0.9,2,3,2,2,,,3,2,1,4,4,3,4,5,2,1,6,6,1,0.6,5,3,3,2,5
ENSMUSG00000073894,Rbmxl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,
ENSMUSG00000073910,Mob3b,12,35,17,7,32,11,6,57,10,9,14,8,24,6,70,41,38,24,8,28,32,9,8,21,29,7,24,14,2,10,9,14,31,24,27
ENSMUSG00000073968,Trim68,6,5,4,3,6,0.9,2,2,1,0.9,1,10,17,2,1,0.5,6,0.6,3,5,7,6,16,8,2,0.9,5,4,3,2,4,16,4,5,11
ENSMUSG00000073982,Rhog,0.8,,,3,2,,0.5,0.5,,0.9,1,,,,0.7,,0.7,0.6,0.6,1,,,,1,1,0.9,,,,,0.5,0.8,,2,
ENSMUSG00000073987,Ggh,0.9,1,0.9,0.9,0.9,0.7,,1,0.7,0.7,,5,1,0.6,1,0.8,1,0.6,0.6,3,20,2,0.7,0.9,0.6,0.6,2,6,1,0.8,2,1,1,1,1
ENSMUSG00000073988,Ttpa,,3,0.9,,,3,1,,3,2,1,,0.7,2,,,2,3,3,2,3,0.5,,1,2,,2,5,0.6,,1,,1,3,0.5
ENSMUSG00000073991,Cnbd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,
ENSMUSG00000074001,Klhl40,,,,11,,,,,,,,,3,,,,,,3,,,,,5,,,1,,,,30,,,,
ENSMUSG00000074004,B3gnt6,,,,,7,,,,,0.5,,,,,,,,,,,,,,,,,,13,,,,,,,
ENSMUSG00000074006,Omp,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,
ENSMUSG00000074030,Exoc8,2,4,4,5,2,7,5,4,6,6,5,2,3,5,3,4,4,5,4,4,3,5,6,3,4,4,1,7,17,3,4,4,3,3,6
ENSMUSG00000074037,Mc1r,,,,,,,,,,,,,0.8,,,,,,,,,,,2,,,,,,,,,,,
ENSMUSG00000074063,Osgin1,0.5,1,1,0.9,4,0.6,,4,0.7,0.5,,2,5,,5,3,6,0.6,2,2,5,2,8,2,,,7,7,,,2,3,3,5,8
ENSMUSG00000074064,Mlycd,27,33,43,24,28,31,24,38,28,27,24,17,48,22,40,31,31,27,29,19,58,28,36,23,26,11,38,37,17,13,51,22,15,12,23
ENSMUSG00000074071,Fam169b,2,,,,,,,,,,,,,,0.7,,,,,,,,,,,0.5,,,,0.9,,,,,
ENSMUSG00000074102,Rbm15b,0.5,4,2,4,4,3,6,7,6,6,6,4,6,4,6,6,7,4,8,6,3,6,5,4,4,6,3,6,5,7,5,5,6,7,7
ENSMUSG00000074115,Saa1,,,,,4,,,0.5,,,,,,,,2,,,,,,,,,,,,,,0.6,,,,,
ENSMUSG00000074121,Ntf5,,,,0.9,2,,,,,,,3,1,,,,2,,,1,,1,2,5,,,2,2,,0.9,1,2,0.7,3,2
ENSMUSG00000074129,Rpl13a,341,301,166,245,222,140,213,319,254,193,244,578,263,221,132,217,355,204,194,282,807,400,520,379,216,595,229,284,302,266,380,551,400,621,510
ENSMUSG00000074139,1700057G04Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,
ENSMUSG00000074141,Il4i1,42,2,2,4,3,2,1,2,1,1,2,1,1,1,0.5,2,3,1,2,2,2,2,2,3,1,16,2,8,33,13,2,2,8,2,1
ENSMUSG00000074155,Klk5,,,,,,,,,,,,,,,,,,,,,,,,9,,,5,,,,1,,,,
ENSMUSG00000074158,Zfp976,7,8,8,2,2,2,1,4,4,5,4,4,7,6,2,2,9,3,4,9,5,11,4,6,4,2,3,3,2,3,2,10,7,2,4
ENSMUSG00000074165,Zfp788,28,15,17,6,2,43,44,8,46,54,38,14,13,41,4,5,18,41,46,13,5,44,7,13,36,5,8,7,38,11,7,17,13,9,10
ENSMUSG00000074170,Plekhf1,0.5,1,4,1,,6,1,5,2,2,2,2,2,1,7,10,1,2,1,3,9,0.5,4,2,2,,,5,1,3,2,6,1,2,2
ENSMUSG00000074178,Gm10638,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,53,,,,,,
ENSMUSG00000074182,Znhit6,33,16,19,15,11,17,20,7,22,23,19,11,16,20,2,12,13,18,15,22,15,16,17,48,22,13,16,19,38,18,16,18,35,25,19
ENSMUSG00000074183,Gsta1,,,,,17,,,67,,,,,2,,294,,,,,,,,,0.7,,,233,,,,2,,,3,
ENSMUSG00000074194,Zfp791,,0.6,1,,,0.9,2,2,3,1,2,6,5,0.8,2,1,0.9,0.6,0.6,1,11,2,10,,1,,3,62,,0.6,2,,2,3,32
ENSMUSG00000074195,Clca4b,,,,,17,,,386,,,,,,,856,206,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074199,Krtdap,,,1,,240,,,,,,,0.5,,,0.7,,,1,,0.9,1,,1,1734,,,5860,1,,6,3534,13,3,1382,
ENSMUSG00000074203,G430095P16Rik,1,,0.6,5,,,,,,,,1,,,,,0.9,,,,0.7,0.9,,0.7,,4,0.5,,0.6,1,,0.8,1,0.5,
ENSMUSG00000074207,Adh1,17,410,105,2,75,1,,261,,0.5,0.8,56,197,0.6,654,657,71,2,2,170,20,5,147,15,3,,66,35,9,2,16,288,171,62,197
ENSMUSG00000074210,E130208F15Rik,0.8,,0.6,,,,,,,,,0.8,0.6,,,,,,,,0.7,,,,,,,,,,,,,,
ENSMUSG00000074211,Sdhaf1,0.8,,0.7,0.9,2,0.9,0.9,0.5,1,2,1,0.5,,2,1,1,0.9,1,2,,,1,,1,1,1,1,,1,0.9,,,,,0.5
ENSMUSG00000074212,Dnajb14,4,4,6,4,,7,5,3,8,5,7,5,6,7,3,2,3,8,6,3,1,7,6,4,6,3,3,4,1,2,2,5,3,2,4
ENSMUSG00000074213,Gm10642,,,,2,,0.7,,,,,,,0.9,0.5,,,,,,,,,,,,0.6,,,,1,0.5,0.5,,,
ENSMUSG00000074217,2210011C24Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,
ENSMUSG00000074218,Cox7a1,,2,110,7,22,2,0.5,23,0.9,,,0.5,5,,30,32,1,2,,0.7,,0.7,2,9,2,,24,10,1,3,40,1,,,
ENSMUSG00000074220,Zfp382,7,3,3,4,4,15,15,1,8,11,12,0.8,3,14,,1,3,10,12,4,,5,,2,10,4,1,2,32,9,2,3,3,2,0.5
ENSMUSG00000074221,Zfp568,2,2,2,0.9,2,2,,3,1,0.5,1,,1,0.6,2,3,2,1,1,2,,1,,1,0.9,2,1,0.6,1,0.9,2,3,2,1,3
ENSMUSG00000074227,Spint2,13,3,3,5,160,8,4,152,4,3,2,266,109,7,141,98,57,2,1,33,230,118,223,25,2,4,159,147,4,23,24,80,79,45,191
ENSMUSG00000074238,Ap1ar,13,19,12,19,22,29,40,36,26,41,28,9,14,38,40,42,14,24,27,13,17,31,9,30,34,14,12,29,15,14,22,23,16,20,13
ENSMUSG00000074247,Dda1,52,51,44,56,52,59,64,56,72,75,89,72,40,72,64,54,53,75,67,38,38,58,48,50,77,39,51,34,189,52,47,46,42,42,40
ENSMUSG00000074259,Gramd2,,,,0.9,,0.6,3,,1,0.5,0.6,,0.8,2,,1,2,,0.6,,,1,,2,,,,,1,,,,,0.6,
ENSMUSG00000074261,Erich4,,,,,2,,,34,,,,,,,83,47,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074264,Amy1,,0.7,9,,,,,,,,,,,,,,,,,0.6,9,,,,,,1,1,,,4,,,,
ENSMUSG00000074269,Rec114,,,,,,,,,,,0.6,,0.6,,,,,,,,,,,,0.6,,,,5,,,,,,
ENSMUSG00000074272,Ceacam1,5,,1,8,21,,,10,,,,,2,,17,9,3,0.5,,1,,1,24,,,2,3,9,,,2,3,6,8,14
ENSMUSG00000074277,Phldb3,4,6,1,8,2,,,5,,0.5,,2,4,,7,6,2,,,2,1,1,3,23,,3,8,1,2,8,10,6,5,16,4
ENSMUSG00000074282,Zfp94,7,1,2,,2,4,9,1,7,11,6,4,4,8,1,0.8,3,4,8,3,3,9,3,2,5,3,7,6,16,3,2,3,1,2,4
ENSMUSG00000074300,BC030870,,,,,,,,4,,,,,,,18,3,,,,,,,,,,,2,,,,,,,,
ENSMUSG00000074305,Peak1,17,10,8,0.9,2,9,4,2,2,3,4,5,2,5,1,3,9,4,2,10,5,3,4,7,3,3,1,1,2,3,7,7,10,5,5
ENSMUSG00000074336,Apoc4,,34,0.9,,2,,,,,,,7,,,,1,,,,0.6,,,,,,,2,,,,,,,,
ENSMUSG00000074340,Ovgp1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
ENSMUSG00000074342,I830077J02Rik,4,,,2,,,,0.8,,,,,,,,,0.9,,0.6,,,,,,,3,,,,,,,,,
ENSMUSG00000074344,Tmigd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,,,
ENSMUSG00000074345,Tnfaip8l3,,,,,,,4,5,,3,1,,,12,6,2,0.6,0.8,1,2,,,0.7,3,3,,,,,,1,2,7,3,
ENSMUSG00000074358,Ccdc61,4,1,2,4,4,0.9,2,2,0.6,0.9,1,1,0.8,1,0.7,0.8,2,1,1,2,1,2,1,2,1,2,2,4,2,5,1,2,3,2,1
ENSMUSG00000074361,C5ar2,0.5,,,4,2,,,,,,,0.5,,,,,2,,,,,,0.7,0.5,,2,,,,,,,,,0.5
ENSMUSG00000074364,Ehd2,47,73,514,60,73,16,9,31,15,13,12,34,47,12,4,44,448,22,13,156,48,21,62,208,18,19,74,45,9,20,155,232,163,148,72
ENSMUSG00000074378,Bsph1,,,,,,,,,,0.5,,14,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074384,AI429214,8,5,10,5,2,2,7,1,4,7,5,10,7,7,0.7,3,8,4,6,9,5,15,2,10,5,2,3,4,368,3,6,9,5,5,3
ENSMUSG00000074397,Foxr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
ENSMUSG00000074405,Zfp865,3,0.7,,2,,1,0.7,1,,0.9,0.6,0.8,1,0.6,2,1,0.9,,0.6,2,1,1,0.9,2,,1,1,2,0.6,0.6,0.9,2,1,1,1
ENSMUSG00000074406,Zfp628,7,3,4,4,6,4,3,4,2,3,4,2,2,3,3,3,3,2,5,3,7,4,2,5,2,3,7,2,3,4,2,3,2,4,3
ENSMUSG00000074417,Gm14548,1,,,3,,,,,,,,,,,,,0.6,,,,,,,,,0.7,,,,,,,,,
ENSMUSG00000074435,Smcp,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,523,,,,,,
ENSMUSG00000074437,Defa29,,,,,,,,11,,,,,,,,11,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074441,Gm15292,,,,,,,,17,,,,,,,,6,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074444,Defa30,,,,,22,,,1249,,,,,,,22,15,,,,,,,,,,,1,,,,,,,,
ENSMUSG00000074448,Gm5615,,,,,,,,,,,,,,,,,,,,,,,7326,,,,,,,,,50,,,1349
ENSMUSG00000074452,Pate2,,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074457,S100a16,,0.6,0.6,,6,2,0.9,0.8,1,0.5,1,2,0.6,0.8,,1,3,1,1,,,,,4,3,,7,,,1,16,1,0.9,20,1
ENSMUSG00000074472,Zfp872,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074476,Spc24,5,1,,42,26,,1,13,0.6,0.5,,2,0.8,,2,17,3,,,8,11,0.7,2,7,0.6,40,5,0.6,26,28,2,1,6,5,1
ENSMUSG00000074480,Mex3a,,,,,,0.9,,,,,,0.5,,,,,,,0.6,2,,0.5,,0.8,,,0.5,,,2,,,2,0.8,
ENSMUSG00000074483,Bglap,,,,655,,,,0.5,,0.5,,,1,,,,,,0.6,,,,,,5,,1,11,,,1,,,,
ENSMUSG00000074486,Bglap2,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,,,
ENSMUSG00000074489,Bglap3,,,,,6,,,,,0.5,,68,6,,3,,,,,,8,,4,1,,,4,7,,,9,,,1,6
ENSMUSG00000074491,Clec4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,
ENSMUSG00000074497,A430078G23Rik,6,,,4,,,,,,,,,,,,,1,,,,0.7,,,,,3,0.5,0.6,,3,,,,,
ENSMUSG00000074500,Zfp558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
ENSMUSG00000074513,Arfip1,14,13,10,7,11,12,5,15,8,7,6,12,9,7,13,12,20,7,5,12,19,10,27,15,10,4,17,8,2,6,17,21,15,14,22
ENSMUSG00000074564,Gm10720,,,,,2,,,0.5,,,,,,,,,,,1,,,,,2,,,8,2,,,,,1,,
ENSMUSG00000074570,Cass4,7,,2,2,2,,,1,,,,,,,,,3,,,0.9,,,,6,,1,1,,,2,0.7,1,,2,2
ENSMUSG00000074575,Kcng1,,,,,,,11,,1,8,3,,,16,,0.7,0.5,4,4,2,,1,3,,2,,,0.6,,,,4,2,1,7
ENSMUSG00000074576,Mocs3,2,11,8,11,19,16,15,10,14,13,12,13,12,16,9,11,10,11,10,11,11,9,9,7,10,11,11,11,16,10,8,9,11,10,9
ENSMUSG00000074579,Lekr1,3,3,7,,,7,9,3,8,7,6,6,7,11,3,2,5,8,9,3,1,4,,2,8,1,3,2,20,2,1,5,5,4,3
ENSMUSG00000074582,Arfgef2,27,23,23,16,15,19,20,16,23,23,23,22,38,19,23,20,22,26,19,12,19,19,24,20,24,19,12,46,26,14,21,13,12,12,20
ENSMUSG00000074591,Ankub1,,,,,,,0.5,,1,1,2,,,0.8,,,4,2,,1,,,,,1,,,,,,,,,,
ENSMUSG00000074593,Spint5,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074595,Wfdc6a,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,2,,,,,,
ENSMUSG00000074604,Mgst2,0.8,,,,0.9,,,0.8,,,,,,,5,0.7,0.5,,,,,,,,,,1,,,,,,,,
ENSMUSG00000074607,Tox2,,,,,,,2,,12,3,8,,0.8,4,,,,7,5,,,2,,,6,,,,,,,,,,
ENSMUSG00000074622,Mafb,79,27,55,69,15,3,17,71,9,10,4,4,14,12,174,99,10,11,4,23,15,5,6,156,14,64,19,91,12,24,90,26,25,402,7
ENSMUSG00000074623,Gm826,,,1,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,2,,,,
ENSMUSG00000074625,Arhgap40,,,,,2,,,,,,,,1,,,,,,,1,,,,17,,,11,,,,24,11,4,18,
ENSMUSG00000074627,Mroh8,,,,,,0.9,,,,,0.8,,,,,,,,,,,,,,,,,,124,,,,,,
ENSMUSG00000074628,Tldc2,,,,,7,,,16,,,,,,,16,13,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074635,3110070M22Rik,1,1,2,0.9,2,4,3,2,3,3,2,2,3,2,4,2,0.7,4,3,1,,3,,1,0.7,0.9,,1,295,1,0.7,2,0.5,1,2
ENSMUSG00000074637,Sox2,,,,,,8,9,,7,5,12,,3,10,,,5,7,13,,,10,,,9,,4,3,,,12,0.8,,0.6,
ENSMUSG00000074639,BC089597,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074643,Cpne1,30,15,18,25,11,19,10,11,11,12,12,11,23,14,8,5,19,11,17,17,13,16,7,19,11,15,8,13,10,28,15,16,18,15,10
ENSMUSG00000074647,Fam83c,,,,,4,,,,,,,,,,,,,,,,,,,31,,,18,,,,28,2,0.7,27,
ENSMUSG00000074649,BC029722,,,,,,0.9,,,2,,1,,,,,,,0.5,1,,,1,,,0.7,,,,25,,0.5,,,,
ENSMUSG00000074653,Lrrc31,,,0.5,,0.9,,,3,,,,,,,3,,0.9,,,3,,,0.7,0.5,,,7,,,,0.5,,13,,
ENSMUSG00000074655,Gm1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
ENSMUSG00000074656,Eif2s2,47,30,35,27,32,31,29,19,34,23,29,27,36,27,19,21,22,27,27,24,40,15,28,46,37,30,44,35,371,19,37,26,20,32,28
ENSMUSG00000074657,Kif5a,,1,,,0.9,54,202,0.5,183,250,167,,5,133,,0.7,,182,53,,,3,2,,164,,,3,,,,2,,,
ENSMUSG00000074665,Bpifb4,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
ENSMUSG00000074671,Tspyl3,3,1,0.7,2,,2,8,0.5,10,9,8,1,0.8,6,,,2,6,6,1,0.7,4,,,5,2,0.5,0.9,,8,0.7,1,2,1,0.5
ENSMUSG00000074673,Ttll9,,,,,,,,,,0.9,0.6,0.8,,1,,,4,0.5,,2,,2,,,0.7,,,,259,,,,,,
ENSMUSG00000074676,Foxs1,8,3,5,2,,,1,0.5,0.8,0.5,2,1,1,0.8,,,2,2,0.8,12,0.7,1,2,1,2,5,2,2,1,1,3,2,4,1,3
ENSMUSG00000074678,Defb25,,,,,,,,,,,,10220,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074679,Defb28,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074680,Defb26,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074681,Defb23,,,,,,,,,,,,974,,,,,,,,,,,,,,,,,,,,,,,
ENSMUSG00000074682,Zcchc3,,,,,,0.6,,,,,,,,,,,0.6,,,0.6,,,,,,,,,0.6,,,,0.5,,
ENSMUSG00000074698,Csnk2a1,,,0.8,,,,,,,,,,0.5,0.5,,0.5,0.6,0.6,0.5,,0.7,0.7,,,0.9,,,,,1,,0.5,0.8,0.6,
ENSMUSG00000074733,Zfp950,114,55,39,18,37,48,52,32,55,45,38,57,44,51,45,22,39,42,52,59,44,90,46,42,40,34,26,43,3,28,19,41,42,29,39
ENSMUSG00000074734,4933416C03Rik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
ENSMUSG00000074736,Syndig1,,,,,,22,5,,8,9,6,,,5,,,,10,4,2,,1,1,,12,,1,,,,,9,4,0.6,
ENSMUSG00000074738,Fndc10,1,24,2,3,,19,11,4,7,10,9,8,7,13,9,4,3,10,12,10,3,13,6,4,12,2,11,7,,0.9,2,8,13,3,12
ENSMUSG00000074743,Thbd,16,18,31,14,14,5,8,8,7,4,5,8,7,5,0.7,5,282,9,7,21,22,13,10,12,6,15,28,8,,3,36,27,31,21,12
ENSMUSG00000074746,Pdzd8,9,10,8,11,2,11,14,17,15,17,20,15,54,14,28,18,10,17,13,9,20,13,7,13,22,12,8,9,90,10,8,9,12,12,8
ENSMUSG00000074748,Atxn7l3b,1,,0.6,,,0.7,0.7,2,,0.5,1,2,,,0.5,1,0.9,0.6,,0.8,1,0.7,,1,0.6,0.8,1,,86,0.5,,2,0.9,1,2
ENSMUSG00000074749,Kiz,28,35,35,21,4,23,17,12,25,14,22,29,30,20,7,9,46,27,24,35,29,54,20,25,29,20,14,27,449,22,40,28,28,15,20
